# file...... EOL_1_2_V.csv
# date...... Tue Jan 24 15:06:23 2017
# user...... D3P313
# host...... (null)
# target.... node 18756
# trigger... (none)
# interval.. 60
# limit..... 10000
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-09-01 00:49:00 PDT,+5811.1,-3794.39,-6166.77,-3057.92,+413.897,+6835.62
2000-09-01 00:50:00 PDT,+5814.75,-3792.68,-6166.41,-3058.1,+414.72,+6836
2000-09-01 00:51:00 PDT,+5812.02,-3794.37,-6168.34,-3064.04,+414.075,+6832.96
2000-09-01 00:52:00 PDT,+5816.19,-3792.37,-6166.98,-3063.22,+415.082,+6831.09
2000-09-01 00:53:00 PDT,+5818.61,-3792.21,-6165.8,-3061.54,+420.126,+6828.5
2000-09-01 00:54:00 PDT,+5812.47,-3796.06,-6170.56,-3070.28,+413.513,+6826.98
2000-09-01 00:55:00 PDT,+5816.08,-3792.96,-6169.85,-3064.5,+414.866,+6829.74
2000-09-01 00:56:00 PDT,+5817.84,-3795.83,-6168.64,-3066.34,+420.366,+6827.48
2000-09-01 00:57:00 PDT,+5820.32,-3791.16,-6169.6,-3063.39,+417.208,+6832.28
2000-09-01 00:58:00 PDT,+5828.24,-3784.49,-6165.83,-3054.76,+418.86,+6837.06
2000-09-01 00:59:00 PDT,+5822.27,-3785.88,-6169.2,-3056.54,+412.894,+6840.02
2000-09-01 01:00:00 PDT,+5823.96,-3787.04,-6168.84,-3060.75,+414.371,+6836.86
2000-09-01 01:01:00 PDT,+5821.43,-3790.78,-6169.87,-3065.05,+416.488,+6833.53
2000-09-01 01:02:00 PDT,+5818.54,-3789.47,-6171.02,-3059.55,+413.313,+6836.77
2000-09-01 01:03:00 PDT,+5820.29,-3789.8,-6166.67,-3058.87,+420.078,+6832.2
2000-09-01 01:04:00 PDT,+5816.24,-3790.56,-6168.83,-3055.41,+417.576,+6835.32
2000-09-01 01:05:00 PDT,+5815.31,-3790.3,-6169.35,-3055.86,+417.491,+6836.75
2000-09-01 01:06:00 PDT,+5813.52,-3790.05,-6170.33,-3055.29,+416.272,+6838.24
2000-09-01 01:07:00 PDT,+5810.75,-3791.92,-6170.69,-3055.31,+417.843,+6836.69
2000-09-01 01:08:00 PDT,+5815.22,-3790.83,-6168.27,-3053.65,+419.317,+6837.27
2000-09-01 01:09:00 PDT,+5816.4,-3789.96,-6168.1,-3053.86,+419.096,+6837.78
2000-09-01 01:10:00 PDT,+5820.43,-3784.12,-6167.1,-3043.33,+413.232,+6847.18
2000-09-01 01:11:00 PDT,+5812.78,-3790.2,-6170.46,-3048.47,+413.263,+6842.76
2000-09-01 01:12:00 PDT,+5806.71,-3790.58,-6173.87,-3047.66,+408.561,+6846.36
2000-09-01 01:13:00 PDT,+5802.72,-3793.25,-6176.68,-3052.33,+405.708,+6846.03
2000-09-01 01:14:00 PDT,+5805.17,-3791.01,-6175.05,-3048.97,+407.092,+6847.02
2000-09-01 01:15:00 PDT,+5802.5,-3790.3,-6179.13,-3050.69,+400.432,+6851.16
2000-09-01 01:16:00 PDT,+5805.46,-3788.18,-6180.03,-3053.05,+397.353,+6854.64
2000-09-01 01:17:00 PDT,+5810.59,-3787.09,-6178.81,-3053.62,+399.127,+6854.78
2000-09-01 01:18:00 PDT,+5820.46,-3785.24,-6174.34,-3054.99,+405.786,+6853.27
2000-09-01 01:19:00 PDT,+5820.32,-3788.41,-6174.1,-3057.84,+410.628,+6849.84
2000-09-01 01:20:00 PDT,+5814.05,-3791.57,-6175.94,-3060.26,+408.753,+6848.89
2000-09-01 01:21:00 PDT,+5813.07,-3792.1,-6176.42,-3061.72,+407.541,+6850.16
2000-09-01 01:22:00 PDT,+5809.36,-3796.16,-6178.73,-3067.48,+403.727,+6848.9
2000-09-01 01:23:00 PDT,+5809.77,-3795.3,-6178.2,-3067.15,+405.822,+6848.69
2000-09-01 01:24:00 PDT,+5808.33,-3796.6,-6181.18,-3071.4,+402.091,+6849.71
2000-09-01 01:25:00 PDT,+5809.1,-3797.57,-6180.47,-3076.14,+402.288,+6848.38
2000-09-01 01:26:00 PDT,+5802.83,-3801.3,-6181.38,-3075.78,+402.441,+6845.69
2000-09-01 01:27:00 PDT,+5799.9,-3807.6,-6184.85,-3086.98,+400.956,+6839.16
2000-09-01 01:28:00 PDT,+5802.93,-3803.91,-6148.58,-3064.15,+400.373,+6842.51
2000-09-01 01:29:00 PDT,+5799.82,-3805.11,-6147.98,-3062.84,+403.694,+6841.5
2000-09-01 01:30:00 PDT,+5799.94,-3805.89,-6147.78,-3063.13,+406.201,+6840.29
2000-09-01 01:31:00 PDT,+5797.77,-3808.16,-6146.93,-3060.45,+408.062,+6839.45
2000-09-01 01:32:00 PDT,+5803.84,-3806.32,-6145.22,-3056.63,+413.721,+6840.27
2000-09-01 01:33:00 PDT,+5805.74,-3804.91,-6144.28,-3055,+414.461,+6841
2000-09-01 01:34:00 PDT,+5800.24,-3804.65,-6147.11,-3055.68,+406.601,+6843.77
2000-09-01 01:35:00 PDT,+5797.69,-3806.34,-6148.42,-3057.18,+406.031,+6842.71
2000-09-01 01:36:00 PDT,+5807.67,-3808.21,-6144.54,-3065.9,+416.372,+6835.44
2000-09-01 01:37:00 PDT,+5808.5,-3810.62,-6142.75,-3069.62,+421.528,+6831.46
2000-09-01 01:38:00 PDT,+5806.36,-3814.23,-6140.81,-3074.35,+428.708,+6823.11
2000-09-01 01:39:00 PDT,+5810.58,-3815.56,-6138.42,-3077.61,+433.157,+6820.67
2000-09-01 01:40:00 PDT,+5810.07,-3809.72,-6139.3,-3067.33,+429.061,+6827.36
2000-09-01 01:41:00 PDT,+5799.05,-3813.85,-6142.8,-3064.37,+427.373,+6825.37
2000-09-01 01:42:00 PDT,+5800.98,-3811.37,-6143.27,-3058.98,+424.723,+6829.24
2000-09-01 01:43:00 PDT,+5802.82,-3806,-6143.03,-3049.65,+421.189,+6835.08
2000-09-01 01:44:00 PDT,+5797.24,-3808.98,-6145.35,-3049.35,+419.205,+6834.23
2000-09-01 01:45:00 PDT,+5795.54,-3810.98,-6147.47,-3055.12,+418.449,+6832.17
2000-09-01 01:46:00 PDT,+5791.3,-3810.47,-6148.58,-3051.5,+413.074,+6836.18
2000-09-01 01:47:00 PDT,+5791.8,-3818.38,-6147.71,-3059.88,+418.186,+6828.81
2000-09-01 01:48:00 PDT,+5793.09,-3819.35,-6147.05,-3062.07,+420.839,+6826.8
2000-09-01 01:49:00 PDT,+5789.17,-3824.86,-6147.58,-3069.85,+420.804,+6822.52
2000-09-01 01:50:00 PDT,+5788.92,-3824.86,-6146.7,-3068.74,+421.008,+6822.78
2000-09-01 01:51:00 PDT,+5788.88,-3828.57,-6146.19,-3076.96,+424.023,+6819.42
2000-09-01 01:52:00 PDT,+5783.06,-3828.25,-6148.47,-3073.32,+420.113,+6822.92
2000-09-01 01:53:00 PDT,+5783.17,-3830.8,-6145.97,-3070.52,+431.501,+6814.83
2000-09-01 01:54:00 PDT,+5794.45,-3826.17,-6139.44,-3069.18,+440.639,+6812.05
2000-09-01 01:55:00 PDT,+5791.77,-3823.58,-6138.98,-3058.63,+438.746,+6816.81
2000-09-01 01:56:00 PDT,+5788.46,-3832.79,-6138.14,-3071.2,+445.345,+6805.75
2000-09-01 01:57:00 PDT,+5791.43,-3829.18,-6137.31,-3067.3,+445.079,+6808.16
2000-09-01 01:58:00 PDT,+5792.15,-3826.75,-6136.43,-3059.17,+444.937,+6811.6
2000-09-01 01:59:00 PDT,+5793.78,-3826.86,-6136.04,-3063.76,+444.119,+6811.08
2000-09-01 02:00:00 PDT,+5793.94,-3829.03,-6134.13,-3065.66,+448.26,+6806.95
2000-09-01 02:01:00 PDT,+5792.15,-3825.89,-6134.94,-3055.79,+442.24,+6813.54
2000-09-01 02:02:00 PDT,+5784.1,-3826.6,-6137.07,-3051.77,+439.847,+6814.37
2000-09-01 02:03:00 PDT,+5777.98,-3826.82,-6138.12,-3045.28,+441.1,+6814.6
2000-09-01 02:04:00 PDT,+5774.01,-3825.63,-6138.69,-3036.32,+439.411,+6818.55
2000-09-01 02:05:00 PDT,+5770.53,-3825.94,-6137.57,-3032.53,+440.236,+6818.17
2000-09-01 02:06:00 PDT,+5762.06,-3828.38,-6143.71,-3028.19,+434.76,+6820.79
2000-09-01 02:07:00 PDT,+5748.32,-3834.5,-6149.32,-3027.28,+427.568,+6822.07
2000-09-01 02:08:00 PDT,+5743.56,-3836.98,-6149.57,-3027.14,+427.745,+6818.69
2000-09-01 02:09:00 PDT,+5738.13,-3836.14,-6154.48,-3025.21,+419.887,+6824.13
2000-09-01 02:10:00 PDT,+5736.33,-3835.43,-6156.04,-3016.58,+413.414,+6829.42
2000-09-01 02:11:00 PDT,+5733.18,-3837.19,-6153.45,-3010.35,+419.035,+6828.6
2000-09-01 02:12:00 PDT,+5734.53,-3835.14,-6154.89,-3010.83,+416.531,+6833.02
2000-09-01 02:13:00 PDT,+5738.22,-3833.91,-6152.91,-3012.52,+420.764,+6833.26
2000-09-01 02:14:00 PDT,+5737.02,-3837.59,-6153.51,-3017.37,+423.988,+6828.23
2000-09-01 02:15:00 PDT,+5734.45,-3835.19,-6153.74,-3008.71,+422.693,+6831.16
2000-09-01 02:16:00 PDT,+5735.22,-3834.67,-6154.45,-3011.11,+423.332,+6829.46
2000-09-01 02:17:00 PDT,+5734.33,-3832.55,-6156.38,-3008.12,+421.146,+6832.37
2000-09-01 02:18:00 PDT,+5728.89,-3833.72,-6158.83,-3007.52,+416.638,+6834.68
2000-09-01 02:19:00 PDT,+5734.38,-3832.38,-6158.81,-3011.12,+417.239,+6834.6
2000-09-01 02:20:00 PDT,+5735.56,-3827.88,-6158.49,-3003.7,+412.168,+6840.99
2000-09-01 02:21:00 PDT,+5729.5,-3834.84,-6159.94,-3010.54,+415.461,+6833.02
2000-09-01 02:22:00 PDT,+5730.86,-3832.82,-6160.53,-3007.22,+416.462,+6836.54
2000-09-01 02:23:00 PDT,+5737.91,-3825.89,-6156.61,-2993.74,+421.491,+6839.94
2000-09-01 02:24:00 PDT,+5746.27,-3822.71,-6155.55,-2992.97,+421.874,+6841.61
2000-09-01 02:25:00 PDT,+5749.5,-3821.34,-6156.17,-2994.45,+419.786,+6843.82
2000-09-01 02:26:00 PDT,+5751.08,-3818.01,-6153.61,-2983.57,+421.119,+6847.41
2000-09-01 02:27:00 PDT,+5751.79,-3822.47,-6155.45,-2993.15,+423.483,+6841.63
2000-09-01 02:28:00 PDT,+5747.57,-3817.94,-6154.94,-2976.04,+421.625,+6847.49
2000-09-01 02:29:00 PDT,+5757.81,-3817.81,-6148.84,-2980.37,+432.794,+6841.47
2000-09-01 02:30:00 PDT,+5756.81,-3817.58,-6146.39,-2977.6,+434.268,+6841.74
2000-09-01 02:31:00 PDT,+5760.09,-3814.41,-6143.88,-2970.97,+435.372,+6843.05
2000-09-01 02:32:00 PDT,+5757.73,-3819.18,-6146.33,-2979.41,+432.01,+6842.2
2000-09-01 02:33:00 PDT,+5757.52,-3820.06,-6143.21,-2974.26,+436.863,+6841.36
2000-09-01 02:34:00 PDT,+5751.89,-3822.69,-6147.75,-2979.42,+430.153,+6840.36
2000-09-01 02:35:00 PDT,+5743.56,-3824.41,-6152.05,-2978.65,+423.789,+6841.16
2000-09-01 02:36:00 PDT,+5745.32,-3819.67,-6152.6,-2966.54,+422.48,+6848.6
2000-09-01 02:37:00 PDT,+5739.33,-3824.67,-6154.52,-2970.91,+420.966,+6846.24
2000-09-01 02:38:00 PDT,+5732.83,-3834.13,-6154.92,-2984,+426.183,+6834.85
2000-09-01 02:39:00 PDT,+5737.62,-3829.79,-6154.31,-2981.93,+425.51,+6838.34
2000-09-01 02:40:00 PDT,+5739.55,-3827.55,-6157.19,-2986.02,+420.502,+6843.03
2000-09-01 02:41:00 PDT,+5737.13,-3832.39,-6158.89,-2997.51,+417.851,+6840.5
2000-09-01 02:42:00 PDT,+5743.64,-3831.06,-6156.45,-2999.68,+422.282,+6837.96
2000-09-01 02:43:00 PDT,+5742.3,-3836.71,-6152,-3009.44,+436.298,+6824.07
2000-09-01 02:44:00 PDT,+5747.22,-3828.91,-6149.57,-2994.34,+436.254,+6829.21
2000-09-01 02:45:00 PDT,+5749.3,-3829.82,-6149.51,-2995.74,+440.467,+6826.92
2000-09-01 02:46:00 PDT,+5755.4,-3827.02,-6146.32,-2991.85,+445.016,+6827.44
2000-09-01 02:47:00 PDT,+5757.37,-3825.28,-6146.11,-2991.7,+446.413,+6825.17
2000-09-01 02:48:00 PDT,+5763.56,-3823.09,-6145.82,-2991.77,+445.299,+6828.03
2000-09-01 02:49:00 PDT,+5770.74,-3818.95,-6143.32,-2983.02,+447.442,+6832.74
2000-09-01 02:50:00 PDT,+5776.94,-3812.31,-6140.83,-2971.48,+450.262,+6836.11
2000-09-01 02:51:00 PDT,+5773.51,-3814.53,-6144.49,-2979.2,+446.841,+6835.59
2000-09-01 02:52:00 PDT,+5771.3,-3818.05,-6145.65,-2985.1,+448.532,+6832.01
2000-09-01 02:53:00 PDT,+5758.33,-3825.12,-6147.59,-2986.62,+451.355,+6824.75
2000-09-01 02:54:00 PDT,+5760.54,-3823.22,-6146.12,-2985.44,+451.452,+6827.49
2000-09-01 02:55:00 PDT,+5753.25,-3826.09,-6148.49,-2983.41,+448.855,+6828.7
2000-09-01 02:56:00 PDT,+5751.74,-3830.79,-6147.04,-2984.13,+451.289,+6824.65
2000-09-01 02:57:00 PDT,+5747.77,-3834.65,-6148.98,-2990.21,+451.353,+6821.74
2000-09-01 02:58:00 PDT,+5745.87,-3836.13,-6148.58,-2984.48,+456.79,+6820.29
2000-09-01 02:59:00 PDT,+5739.2,-3836.45,-6148.49,-2975.76,+454.497,+6823.34
2000-09-01 03:00:00 PDT,+5742.02,-3832.86,-6148.49,-2973.64,+449.819,+6826.4
2000-09-01 03:01:00 PDT,+5744.31,-3832.49,-6146.65,-2972.5,+453.298,+6825.84
2000-09-01 03:02:00 PDT,+5739.41,-3838.58,-6150.23,-2987.42,+450.945,+6820.44
2000-09-01 03:03:00 PDT,+5743.53,-3833.02,-6147.46,-2978.87,+452.948,+6824.75
2000-09-01 03:04:00 PDT,+5749.46,-3833.93,-6143.61,-2981.48,+463.748,+6819.87
2000-09-01 03:05:00 PDT,+5752.94,-3826.48,-6139.21,-2966.58,+464.605,+6826.64
2000-09-01 03:06:00 PDT,+5742.58,-3831.67,-6142.5,-2971.89,+462.692,+6821.73
2000-09-01 03:07:00 PDT,+5748.64,-3827.74,-6137.53,-2966.25,+467.569,+6822.54
2000-09-01 03:08:00 PDT,+5752.66,-3830.52,-6135.71,-2971.91,+472.239,+6818.95
2000-09-01 03:09:00 PDT,+5750.93,-3835.31,-6136.12,-2979.53,+475.911,+6811.92
2000-09-01 03:10:00 PDT,+5762.78,-3831.85,-6131.17,-2979.23,+484.797,+6810.96
2000-09-01 03:11:00 PDT,+5769.82,-3827.22,-6127.04,-2969.19,+489.982,+6813.11
2000-09-01 03:12:00 PDT,+5758.99,-3830.83,-6130.18,-2962.43,+486.217,+6815.08
2000-09-01 03:13:00 PDT,+5750.36,-3837.44,-6131.96,-2964.27,+486.937,+6810.56
2000-09-01 03:14:00 PDT,+5752.14,-3837.31,-6131.4,-2959.31,+487.171,+6814.82
2000-09-01 03:15:00 PDT,+5752.05,-3839.31,-6131.7,-2959.7,+495.481,+6808.19
2000-09-01 03:16:00 PDT,+5752.55,-3837.44,-6134.92,-2960.54,+487.318,+6813.86
2000-09-01 03:17:00 PDT,+5740.4,-3840.15,-6139.86,-2953.89,+478.008,+6817.29
2000-09-01 03:18:00 PDT,+5738.24,-3842.38,-6140.93,-2954.98,+477.049,+6815.78
2000-09-01 03:19:00 PDT,+5743.59,-3845.55,-6138.4,-2965.4,+484.146,+6808.94
2000-09-01 03:20:00 PDT,+5731.33,-3849.69,-6143.2,-2962.98,+479.441,+6809.21
2000-09-01 03:21:00 PDT,+5735.25,-3850.15,-6140.96,-2961.41,+481.748,+6808.42
2000-09-01 03:22:00 PDT,+5736.8,-3848.52,-6139.61,-2954.74,+484.181,+6809.7
2000-09-01 03:23:00 PDT,+5724.39,-3857.18,-6145.85,-2969.72,+482.497,+6800.85
2000-09-01 03:24:00 PDT,+5714.48,-3860.19,-6144.7,-2965.07,+488.855,+6797.62
2000-09-01 03:25:00 PDT,+5717.68,-3860.63,-6141.63,-2967.43,+496.722,+6793.57
2000-09-01 03:26:00 PDT,+5710.35,-3856.01,-6145.91,-2956.23,+488.443,+6802.76
2000-09-01 03:27:00 PDT,+5709.98,-3853.23,-6145.64,-2952.86,+486.731,+6803.86
2000-09-01 03:28:00 PDT,+5708.05,-3855.72,-6144.41,-2955.06,+490.7,+6800.96
2000-09-01 03:29:00 PDT,+5703.57,-3852.89,-6146.73,-2945.33,+483.321,+6807.94
2000-09-01 03:30:00 PDT,+5706.3,-3850.96,-6147.05,-2938.22,+478.061,+6816.9
2000-09-01 03:31:00 PDT,+5701.91,-3851.85,-6151.69,-2939.76,+472.401,+6819.8
2000-09-01 03:32:00 PDT,+5704.2,-3850.05,-6152.78,-2942.67,+468.173,+6823.59
2000-09-01 03:33:00 PDT,+5701.97,-3846.05,-6152.45,-2931.11,+465.323,+6827.94
2000-09-01 03:34:00 PDT,+5698.77,-3847.96,-6152.09,-2929.19,+470.081,+6825.34
2000-09-01 03:35:00 PDT,+5694.11,-3850.38,-6153.82,-2931,+468.974,+6822.7
2000-09-01 03:36:00 PDT,+5712.51,-3844.01,-6145.3,-2928.16,+481.71,+6819.45
2000-09-01 03:37:00 PDT,+5716.89,-3836.48,-6141.28,-2914.22,+486.042,+6823.85
2000-09-01 03:38:00 PDT,+5722.88,-3830.03,-6134.5,-2898.15,+494.666,+6826.64
2000-09-01 03:39:00 PDT,+5730.82,-3826.29,-6126.25,-2881.43,+509.588,+6823.82
2000-09-01 03:40:00 PDT,+5726.81,-3827.98,-6131.67,-2878.39,+504.781,+6827.91
2000-09-01 03:41:00 PDT,+5726.07,-3826.38,-6135.79,-2880.38,+498.32,+6832.22
2000-09-01 03:42:00 PDT,+5725.31,-3827.11,-6135.62,-2882.17,+500.902,+6830.17
2000-09-01 03:43:00 PDT,+5717.58,-3843.13,-6133.35,-2901.87,+513.607,+6808.49
2000-09-01 03:44:00 PDT,+5713.81,-3849.28,-6132.79,-2907.41,+519.588,+6800.29
2000-09-01 03:45:00 PDT,+5706.5,-3847.72,-6133.93,-2892.92,+519.013,+6804.19
2000-09-01 03:46:00 PDT,+5696.76,-3851.5,-6137.81,-2894.3,+517.408,+6801.94
2000-09-01 03:47:00 PDT,+5698.77,-3852.64,-6136.49,-2899.45,+519.101,+6796.78
2000-09-01 03:48:00 PDT,+5698.55,-3854.82,-6139.41,-2905.98,+514.299,+6797.8
2000-09-01 03:49:00 PDT,+5704.74,-3851.22,-6134.69,-2902.43,+516.006,+6798.84
2000-09-01 03:50:00 PDT,+5696.66,-3848.91,-6133.44,-2885.6,+517.631,+6803.39
2000-09-01 03:51:00 PDT,+5688.55,-3852.14,-6136.19,-2882.78,+514.786,+6804.73
2000-09-01 03:52:00 PDT,+5692.4,-3847.36,-6131.22,-2870.18,+517.497,+6807.36
2000-09-01 03:53:00 PDT,+5680.97,-3857.76,-6139.18,-2889.01,+512.559,+6801.62
2000-09-01 03:54:00 PDT,+5685.65,-3855.96,-6139,-2894.16,+511.229,+6801.97
2000-09-01 03:55:00 PDT,+5687.49,-3854.96,-6136.16,-2893.34,+515.73,+6799.41
2000-09-01 03:56:00 PDT,+5678.26,-3861.03,-6140.01,-2897.39,+515.968,+6797.41
2000-09-01 03:57:00 PDT,+5669.91,-3864.2,-6145.78,-2902.15,+506.982,+6798.55
2000-09-01 03:58:00 PDT,+5655.51,-3861.08,-6151.92,-2889.31,+490.433,+6811.49
2000-09-01 03:59:00 PDT,+5657.52,-3858.91,-6148.74,-2879.28,+491.701,+6814.45
2000-09-01 04:00:00 PDT,+5666.23,-3856.48,-6143.82,-2874.16,+500.982,+6812.82
2000-09-01 04:01:00 PDT,+5679.67,-3851.66,-6139.69,-2872.96,+505.103,+6814.89
2000-09-01 04:02:00 PDT,+5686.12,-3855.72,-6138.57,-2884,+514.035,+6807.24
2000-09-01 04:03:00 PDT,+5683.89,-3855.42,-6137.87,-2876.52,+518.585,+6807.73
2000-09-01 04:04:00 PDT,+5689.26,-3857.02,-6136.51,-2885.24,+521.798,+6802.27
2000-09-01 04:05:00 PDT,+5690.89,-3858.47,-6138.57,-2896.21,+518.558,+6799.81
2000-09-01 04:06:00 PDT,+5689.91,-3863.24,-6136.72,-2899.87,+525.998,+6794.31
2000-09-01 04:07:00 PDT,+5686.48,-3866.52,-6136.62,-2898.19,+529.543,+6790.64
2000-09-01 04:08:00 PDT,+5688.38,-3864.27,-6133.24,-2888.47,+529.154,+6795.6
2000-09-01 04:09:00 PDT,+5695.31,-3859.82,-6128.93,-2881.68,+532.356,+6798.86
2000-09-01 04:10:00 PDT,+5696.11,-3851.69,-6125.11,-2860.15,+529.627,+6808.74
2000-09-01 04:11:00 PDT,+5701.94,-3852.62,-6124.82,-2866.17,+533.167,+6804.89
2000-09-01 04:12:00 PDT,+5699.91,-3857.19,-6122.94,-2873.42,+537.889,+6796.47
2000-09-01 04:13:00 PDT,+5708.42,-3853.58,-6116.64,-2868.28,+539.263,+6798.14
2000-09-01 04:14:00 PDT,+5703.44,-3849.65,-6121.41,-2857.09,+533.549,+6805.12
2000-09-01 04:15:00 PDT,+5711.12,-3848.79,-6117.91,-2860.12,+539.505,+6801.17
2000-09-01 04:16:00 PDT,+5724.15,-3845.17,-6112.42,-2860.15,+547.293,+6799.38
2000-09-01 04:17:00 PDT,+5721.9,-3847.96,-6112.63,-2860.73,+549.638,+6796.24
2000-09-01 04:18:00 PDT,+5708.17,-3857.2,-6116.85,-2868.52,+544.307,+6791.98
2000-09-01 04:19:00 PDT,+5710.52,-3859.19,-6109.78,-2857.16,+558.592,+6786.27
2000-09-01 04:20:00 PDT,+5703.86,-3861.4,-6111.87,-2853.86,+555.897,+6787.66
2000-09-01 04:21:00 PDT,+5693.7,-3866.72,-6112,-2851.78,+559.359,+6782.05
2000-09-01 04:22:00 PDT,+5691.56,-3868.85,-6109.14,-2847.09,+562.477,+6780.9
2000-09-01 04:23:00 PDT,+5684.69,-3866.4,-6113.99,-2845.26,+554.853,+6785.26
