# file...... feeder_power.csv
# date...... Tue Jan 24 15:06:23 2017
# user...... D3P313
# host...... (null)
# target.... transformer 29
# trigger... (none)
# interval.. 60
# limit..... 9600
# timestamp,power_in.real,power_in.imag
2000-09-01 07:11:00 PDT,+4.77957e+006,+110157
2000-09-01 07:12:00 PDT,+4.79931e+006,+111047
2000-09-01 07:13:00 PDT,+4.80498e+006,+113318
2000-09-01 07:14:00 PDT,+4.79689e+006,+111063
2000-09-01 07:15:00 PDT,+4.80423e+006,+115907
2000-09-01 07:16:00 PDT,+4.76404e+006,+104734
2000-09-01 07:17:00 PDT,+4.78138e+006,+110711
2000-09-01 07:18:00 PDT,+4.78023e+006,+106153
2000-09-01 07:19:00 PDT,+4.75819e+006,+101700
2000-09-01 07:20:00 PDT,+4.78007e+006,+108701
2000-09-01 07:21:00 PDT,+4.76097e+006,+107637
2000-09-01 07:22:00 PDT,+4.74311e+006,+102027
2000-09-01 07:23:00 PDT,+4.73338e+006,+103331
2000-09-01 07:24:00 PDT,+4.7213e+006,+100139
2000-09-01 07:25:00 PDT,+4.73946e+006,+98798.1
2000-09-01 07:26:00 PDT,+4.76527e+006,+105169
2000-09-01 07:27:00 PDT,+4.76375e+006,+107648
2000-09-01 07:28:00 PDT,+4.76633e+006,+112823
2000-09-01 07:29:00 PDT,+4.77739e+006,+120677
2000-09-01 07:30:00 PDT,+4.77906e+006,+120984
2000-09-01 07:31:00 PDT,+4.73333e+006,+106347
2000-09-01 07:32:00 PDT,+4.73745e+006,+107428
2000-09-01 07:33:00 PDT,+4.71368e+006,+103627
2000-09-01 07:34:00 PDT,+4.69171e+006,+101281
2000-09-01 07:35:00 PDT,+4.71396e+006,+113563
2000-09-01 07:36:00 PDT,+4.70218e+006,+113026
2000-09-01 07:37:00 PDT,+4.68665e+006,+109422
2000-09-01 07:38:00 PDT,+4.7162e+006,+120916
2000-09-01 07:39:00 PDT,+4.70582e+006,+121303
2000-09-01 07:40:00 PDT,+4.67371e+006,+113930
2000-09-01 07:41:00 PDT,+4.63661e+006,+107922
2000-09-01 07:42:00 PDT,+4.63035e+006,+106716
2000-09-01 07:43:00 PDT,+4.65236e+006,+111188
2000-09-01 07:44:00 PDT,+4.64435e+006,+106058
2000-09-01 07:45:00 PDT,+4.64655e+006,+107234
2000-09-01 07:46:00 PDT,+4.65454e+006,+115122
2000-09-01 07:47:00 PDT,+4.68158e+006,+127000
2000-09-01 07:48:00 PDT,+4.64085e+006,+118265
2000-09-01 07:49:00 PDT,+4.62711e+006,+118710
2000-09-01 07:50:00 PDT,+4.57179e+006,+108646
2000-09-01 07:51:00 PDT,+4.60175e+006,+106900
2000-09-01 07:52:00 PDT,+4.60258e+006,+106973
2000-09-01 07:53:00 PDT,+4.58887e+006,+106200
2000-09-01 07:54:00 PDT,+4.60073e+006,+118480
2000-09-01 07:55:00 PDT,+4.57986e+006,+112873
2000-09-01 07:56:00 PDT,+4.61148e+006,+127990
2000-09-01 07:57:00 PDT,+4.60555e+006,+133750
2000-09-01 07:58:00 PDT,+4.58878e+006,+124800
2000-09-01 07:59:00 PDT,+4.57261e+006,+122107
2000-09-01 08:00:00 PDT,+4.57109e+006,+122683
2000-09-01 08:01:00 PDT,+4.57784e+006,+125127
2000-09-01 08:02:00 PDT,+4.55311e+006,+122366
2000-09-01 08:03:00 PDT,+4.54896e+006,+126434
2000-09-01 08:04:00 PDT,+4.55311e+006,+122812
2000-09-01 08:05:00 PDT,+4.54663e+006,+121190
2000-09-01 08:06:00 PDT,+4.53019e+006,+113850
2000-09-01 08:07:00 PDT,+4.48826e+006,+104687
2000-09-01 08:08:00 PDT,+4.45352e+006,+85654.3
2000-09-01 08:09:00 PDT,+4.45963e+006,+92299.8
2000-09-01 08:10:00 PDT,+4.45495e+006,+89510.4
2000-09-01 08:11:00 PDT,+4.4518e+006,+89575.9
2000-09-01 08:12:00 PDT,+4.44282e+006,+99011.1
2000-09-01 08:13:00 PDT,+4.45656e+006,+102628
2000-09-01 08:14:00 PDT,+4.46159e+006,+110932
2000-09-01 08:15:00 PDT,+4.46619e+006,+114325
2000-09-01 08:16:00 PDT,+4.44653e+006,+103991
2000-09-01 08:17:00 PDT,+4.4755e+006,+110267
2000-09-01 08:18:00 PDT,+4.45579e+006,+107748
2000-09-01 08:19:00 PDT,+4.42824e+006,+99130.6
2000-09-01 08:20:00 PDT,+4.43684e+006,+94917.4
2000-09-01 08:21:00 PDT,+4.45509e+006,+92278.9
2000-09-01 08:22:00 PDT,+4.47169e+006,+98650
2000-09-01 08:23:00 PDT,+4.49251e+006,+107310
2000-09-01 08:24:00 PDT,+4.47219e+006,+102494
2000-09-01 08:25:00 PDT,+4.48683e+006,+116086
2000-09-01 08:26:00 PDT,+4.45967e+006,+109057
2000-09-01 08:27:00 PDT,+4.48071e+006,+114601
2000-09-01 08:28:00 PDT,+4.43998e+006,+100726
2000-09-01 08:29:00 PDT,+4.42359e+006,+94344.2
2000-09-01 08:30:00 PDT,+4.40635e+006,+84656.1
2000-09-01 08:31:00 PDT,+4.4283e+006,+96929.5
2000-09-01 08:32:00 PDT,+4.40038e+006,+86836.7
2000-09-01 08:33:00 PDT,+4.43597e+006,+101133
2000-09-01 08:34:00 PDT,+4.41795e+006,+100719
2000-09-01 08:35:00 PDT,+4.3842e+006,+99405.5
2000-09-01 08:36:00 PDT,+4.38127e+006,+102579
2000-09-01 08:37:00 PDT,+4.33481e+006,+90570.3
2000-09-01 08:38:00 PDT,+4.3097e+006,+89871.1
2000-09-01 08:39:00 PDT,+4.31166e+006,+83890.8
2000-09-01 08:40:00 PDT,+4.2897e+006,+82876.9
2000-09-01 08:41:00 PDT,+4.29177e+006,+96113.2
2000-09-01 08:42:00 PDT,+4.29872e+006,+103035
2000-09-01 08:43:00 PDT,+4.32144e+006,+115610
2000-09-01 08:44:00 PDT,+4.27781e+006,+106239
2000-09-01 08:45:00 PDT,+4.31273e+006,+116881
2000-09-01 08:46:00 PDT,+4.30519e+006,+115037
2000-09-01 08:47:00 PDT,+4.3069e+006,+129776
2000-09-01 08:48:00 PDT,+4.29653e+006,+130286
2000-09-01 08:49:00 PDT,+4.23471e+006,+109152
2000-09-01 08:50:00 PDT,+4.24737e+006,+111074
2000-09-01 08:51:00 PDT,+4.25515e+006,+103830
2000-09-01 08:52:00 PDT,+4.22109e+006,+88761.5
2000-09-01 08:53:00 PDT,+4.23576e+006,+94995
2000-09-01 08:54:00 PDT,+4.23433e+006,+96574
2000-09-01 08:55:00 PDT,+4.17535e+006,+83770.4
2000-09-01 08:56:00 PDT,+4.1545e+006,+80940.9
2000-09-01 08:57:00 PDT,+4.15709e+006,+96072.9
2000-09-01 08:58:00 PDT,+4.13522e+006,+100193
2000-09-01 08:59:00 PDT,+4.12477e+006,+99176.3
2000-09-01 09:00:00 PDT,+4.16172e+006,+120043
2000-09-01 09:01:00 PDT,+4.13703e+006,+113276
2000-09-01 09:02:00 PDT,+4.18339e+006,+135727
2000-09-01 09:03:00 PDT,+4.17702e+006,+130966
2000-09-01 09:04:00 PDT,+4.21055e+006,+138114
2000-09-01 09:05:00 PDT,+4.2086e+006,+141069
2000-09-01 09:06:00 PDT,+4.20945e+006,+129870
2000-09-01 09:07:00 PDT,+4.19447e+006,+119634
2000-09-01 09:08:00 PDT,+4.20348e+006,+125604
2000-09-01 09:09:00 PDT,+4.15176e+006,+104689
2000-09-01 09:10:00 PDT,+4.17674e+006,+114856
2000-09-01 09:11:00 PDT,+4.21294e+006,+144202
2000-09-01 09:12:00 PDT,+4.20041e+006,+145328
2000-09-01 09:13:00 PDT,+4.2235e+006,+169704
2000-09-01 09:14:00 PDT,+4.20588e+006,+155285
2000-09-01 09:15:00 PDT,+4.16595e+006,+140208
2000-09-01 09:16:00 PDT,+4.13064e+006,+125996
2000-09-01 09:17:00 PDT,+4.05009e+006,+103372
2000-09-01 09:18:00 PDT,+4.02784e+006,+103831
2000-09-01 09:19:00 PDT,+4.07793e+006,+119261
2000-09-01 09:20:00 PDT,+4.08674e+006,+123296
2000-09-01 09:21:00 PDT,+4.12177e+006,+132231
2000-09-01 09:22:00 PDT,+4.14509e+006,+150472
2000-09-01 09:23:00 PDT,+4.15057e+006,+157066
2000-09-01 09:24:00 PDT,+4.17863e+006,+166534
2000-09-01 09:25:00 PDT,+4.18595e+006,+176323
2000-09-01 09:26:00 PDT,+4.19462e+006,+185490
2000-09-01 09:27:00 PDT,+4.18372e+006,+179709
2000-09-01 09:28:00 PDT,+4.13423e+006,+154954
2000-09-01 09:29:00 PDT,+4.12173e+006,+144122
2000-09-01 09:30:00 PDT,+4.18914e+006,+189037
2000-09-01 09:31:00 PDT,+4.22127e+006,+202445
2000-09-01 09:32:00 PDT,+4.21631e+006,+205147
2000-09-01 09:33:00 PDT,+4.18453e+006,+204363
2000-09-01 09:34:00 PDT,+4.15477e+006,+201452
2000-09-01 09:35:00 PDT,+4.1385e+006,+192773
2000-09-01 09:36:00 PDT,+4.14233e+006,+194966
2000-09-01 09:37:00 PDT,+4.16502e+006,+199122
2000-09-01 09:38:00 PDT,+4.20616e+006,+230478
2000-09-01 09:39:00 PDT,+4.19195e+006,+242671
2000-09-01 09:40:00 PDT,+4.24468e+006,+264203
2000-09-01 09:41:00 PDT,+4.22915e+006,+264419
2000-09-01 09:42:00 PDT,+4.21203e+006,+259740
2000-09-01 09:43:00 PDT,+4.15368e+006,+235140
2000-09-01 09:44:00 PDT,+4.12467e+006,+219733
2000-09-01 09:45:00 PDT,+4.12551e+006,+218361
2000-09-01 09:46:00 PDT,+4.11543e+006,+218238
2000-09-01 09:47:00 PDT,+4.13282e+006,+227677
2000-09-01 09:48:00 PDT,+4.1346e+006,+233745
2000-09-01 09:49:00 PDT,+4.13902e+006,+237525
2000-09-01 09:50:00 PDT,+4.1567e+006,+250901
2000-09-01 09:51:00 PDT,+4.2064e+006,+266980
2000-09-01 09:52:00 PDT,+4.2381e+006,+288525
2000-09-01 09:53:00 PDT,+4.2541e+006,+285630
2000-09-01 09:54:00 PDT,+4.3135e+006,+304968
2000-09-01 09:55:00 PDT,+4.29757e+006,+301957
2000-09-01 09:56:00 PDT,+4.34648e+006,+338117
2000-09-01 09:57:00 PDT,+4.37006e+006,+356225
2000-09-01 09:58:00 PDT,+4.34582e+006,+338808
2000-09-01 09:59:00 PDT,+4.31689e+006,+325589
2000-09-01 10:00:00 PDT,+4.32492e+006,+309048
2000-09-01 10:01:00 PDT,+4.30523e+006,+315503
2000-09-01 10:02:00 PDT,+4.3457e+006,+337758
2000-09-01 10:03:00 PDT,+4.35661e+006,+348660
2000-09-01 10:04:00 PDT,+4.3592e+006,+355366
2000-09-01 10:05:00 PDT,+4.34145e+006,+348829
2000-09-01 10:06:00 PDT,+4.36575e+006,+344953
2000-09-01 10:07:00 PDT,+4.38246e+006,+370446
2000-09-01 10:08:00 PDT,+4.30812e+006,+345659
2000-09-01 10:09:00 PDT,+4.33109e+006,+363406
2000-09-01 10:10:00 PDT,+4.30654e+006,+352735
2000-09-01 10:11:00 PDT,+4.3159e+006,+359333
2000-09-01 10:12:00 PDT,+4.34024e+006,+370467
2000-09-01 10:13:00 PDT,+4.3252e+006,+367697
2000-09-01 10:14:00 PDT,+4.30522e+006,+363016
2000-09-01 10:15:00 PDT,+4.42127e+006,+444075
2000-09-01 10:16:00 PDT,+4.40539e+006,+438383
2000-09-01 10:17:00 PDT,+4.47674e+006,+475162
2000-09-01 10:18:00 PDT,+4.45462e+006,+469849
2000-09-01 10:19:00 PDT,+4.4193e+006,+428057
2000-09-01 10:20:00 PDT,+4.42484e+006,+433445
2000-09-01 10:21:00 PDT,+4.44416e+006,+434701
2000-09-01 10:22:00 PDT,+4.37866e+006,+387958
2000-09-01 10:23:00 PDT,+4.3951e+006,+408617
2000-09-01 10:24:00 PDT,+4.41478e+006,+429853
2000-09-01 10:25:00 PDT,+4.41992e+006,+439065
2000-09-01 10:26:00 PDT,+4.43971e+006,+472253
2000-09-01 10:27:00 PDT,+4.42558e+006,+462472
2000-09-01 10:28:00 PDT,+4.4212e+006,+465228
2000-09-01 10:29:00 PDT,+4.47699e+006,+508922
2000-09-01 10:30:00 PDT,+4.45736e+006,+497196
2000-09-01 10:31:00 PDT,+4.52208e+006,+524764
2000-09-01 10:32:00 PDT,+4.52288e+006,+545354
2000-09-01 10:33:00 PDT,+4.60223e+006,+603781
2000-09-01 10:34:00 PDT,+4.51479e+006,+553446
2000-09-01 10:35:00 PDT,+4.49501e+006,+543823
2000-09-01 10:36:00 PDT,+4.47403e+006,+542827
2000-09-01 10:37:00 PDT,+4.42065e+006,+510219
2000-09-01 10:38:00 PDT,+4.36966e+006,+475455
2000-09-01 10:39:00 PDT,+4.37947e+006,+487189
2000-09-01 10:40:00 PDT,+4.33033e+006,+464188
2000-09-01 10:41:00 PDT,+4.43716e+006,+530376
2000-09-01 10:42:00 PDT,+4.4994e+006,+579999
2000-09-01 10:43:00 PDT,+4.50218e+006,+595018
2000-09-01 10:44:00 PDT,+4.53379e+006,+622851
2000-09-01 10:45:00 PDT,+4.53452e+006,+627738
2000-09-01 10:46:00 PDT,+4.55803e+006,+639413
2000-09-01 10:47:00 PDT,+4.55152e+006,+641082
2000-09-01 10:48:00 PDT,+4.53235e+006,+631402
2000-09-01 10:49:00 PDT,+4.50649e+006,+598442
2000-09-01 10:50:00 PDT,+4.51619e+006,+596865
2000-09-01 10:51:00 PDT,+4.56169e+006,+619000
2000-09-01 10:52:00 PDT,+4.60347e+006,+652087
2000-09-01 10:53:00 PDT,+4.58815e+006,+637167
2000-09-01 10:54:00 PDT,+4.58181e+006,+639190
2000-09-01 10:55:00 PDT,+4.67927e+006,+703076
2000-09-01 10:56:00 PDT,+4.64515e+006,+653473
2000-09-01 10:57:00 PDT,+4.61136e+006,+650079
2000-09-01 10:58:00 PDT,+4.70898e+006,+723396
2000-09-01 10:59:00 PDT,+4.75291e+006,+767985
2000-09-01 11:00:00 PDT,+4.76793e+006,+756702
2000-09-01 11:01:00 PDT,+4.73734e+006,+739522
2000-09-01 11:02:00 PDT,+4.71059e+006,+707515
2000-09-01 11:03:00 PDT,+4.69304e+006,+680747
2000-09-01 11:04:00 PDT,+4.75848e+006,+712051
2000-09-01 11:05:00 PDT,+4.77053e+006,+714135
2000-09-01 11:06:00 PDT,+4.79342e+006,+742168
2000-09-01 11:07:00 PDT,+4.88919e+006,+790125
2000-09-01 11:08:00 PDT,+4.84518e+006,+752584
2000-09-01 11:09:00 PDT,+4.90838e+006,+794971
2000-09-01 11:10:00 PDT,+4.90132e+006,+788731
2000-09-01 11:11:00 PDT,+5.03882e+006,-5774.15
2000-09-01 11:12:00 PDT,+5.02451e+006,-11410.5
2000-09-01 11:13:00 PDT,+5.01186e+006,-9849.82
2000-09-01 11:14:00 PDT,+4.96967e+006,-8390.01
2000-09-01 11:15:00 PDT,+4.90722e+006,-49295.6
2000-09-01 11:16:00 PDT,+4.84018e+006,-100844
2000-09-01 11:17:00 PDT,+4.88328e+006,-74273.1
2000-09-01 11:18:00 PDT,+4.96088e+006,-11035.2
2000-09-01 11:19:00 PDT,+5.02133e+006,+34279.1
2000-09-01 11:20:00 PDT,+5.02798e+006,+39693.1
2000-09-01 11:21:00 PDT,+5.1223e+006,+98556.4
2000-09-01 11:22:00 PDT,+5.06707e+006,+70552
2000-09-01 11:23:00 PDT,+5.0277e+006,+34652.1
2000-09-01 11:24:00 PDT,+5.06877e+006,+72716.9
2000-09-01 11:25:00 PDT,+5.06645e+006,+67049.5
2000-09-01 11:26:00 PDT,+5.09819e+006,+90365.1
2000-09-01 11:27:00 PDT,+5.08349e+006,+87804
2000-09-01 11:28:00 PDT,+5.10546e+006,+99074
2000-09-01 11:29:00 PDT,+5.04821e+006,+51547.9
2000-09-01 11:30:00 PDT,+5.08013e+006,+57596.8
2000-09-01 11:31:00 PDT,+5.12372e+006,+83912.5
2000-09-01 11:32:00 PDT,+5.18641e+006,+126871
2000-09-01 11:33:00 PDT,+5.26675e+006,+162232
2000-09-01 11:34:00 PDT,+5.35008e+006,+239055
2000-09-01 11:35:00 PDT,+5.3385e+006,+228240
2000-09-01 11:36:00 PDT,+5.29799e+006,+195016
2000-09-01 11:37:00 PDT,+5.28804e+006,+211107
2000-09-01 11:38:00 PDT,+5.36198e+006,+244172
2000-09-01 11:39:00 PDT,+5.31443e+006,+217261
2000-09-01 11:40:00 PDT,+5.37418e+006,+237568
2000-09-01 11:41:00 PDT,+5.33719e+006,+225178
2000-09-01 11:42:00 PDT,+5.39892e+006,+256772
2000-09-01 11:43:00 PDT,+5.3246e+006,+206582
2000-09-01 11:44:00 PDT,+5.35324e+006,+243384
2000-09-01 11:45:00 PDT,+5.45898e+006,+304198
2000-09-01 11:46:00 PDT,+5.38566e+006,+249417
2000-09-01 11:47:00 PDT,+5.45409e+006,+293369
2000-09-01 11:48:00 PDT,+5.53326e+006,+313439
2000-09-01 11:49:00 PDT,+5.62032e+006,+376479
2000-09-01 11:50:00 PDT,+5.54851e+006,+332356
2000-09-01 11:51:00 PDT,+5.6449e+006,+403197
2000-09-01 11:52:00 PDT,+5.65448e+006,+404593
2000-09-01 11:53:00 PDT,+5.61036e+006,+351486
2000-09-01 11:54:00 PDT,+5.6646e+006,+391153
2000-09-01 11:55:00 PDT,+5.67401e+006,+398263
2000-09-01 11:56:00 PDT,+5.67544e+006,+371688
2000-09-01 11:57:00 PDT,+5.66413e+006,+370344
2000-09-01 11:58:00 PDT,+5.73918e+006,+420542
2000-09-01 11:59:00 PDT,+5.73561e+006,+435625
2000-09-01 12:00:00 PDT,+5.66219e+006,+394646
2000-09-01 12:01:00 PDT,+5.63999e+006,+368109
2000-09-01 12:02:00 PDT,+5.59112e+006,+335946
2000-09-01 12:03:00 PDT,+5.67113e+006,+400288
2000-09-01 12:04:00 PDT,+5.70694e+006,+421110
2000-09-01 12:05:00 PDT,+5.80854e+006,+488103
2000-09-01 12:06:00 PDT,+5.80287e+006,+473373
2000-09-01 12:07:00 PDT,+5.79048e+006,+460434
2000-09-01 12:08:00 PDT,+5.82248e+006,+481742
2000-09-01 12:09:00 PDT,+5.86499e+006,+516335
2000-09-01 12:10:00 PDT,+5.84558e+006,+498691
2000-09-01 12:11:00 PDT,+5.91219e+006,+559196
2000-09-01 12:12:00 PDT,+5.96008e+006,+580644
2000-09-01 12:13:00 PDT,+5.97332e+006,+583099
2000-09-01 12:14:00 PDT,+5.93932e+006,+548390
2000-09-01 12:15:00 PDT,+5.94475e+006,+561823
2000-09-01 12:16:00 PDT,+5.83625e+006,+458897
2000-09-01 12:17:00 PDT,+5.88886e+006,+483614
2000-09-01 12:18:00 PDT,+5.8603e+006,+462654
2000-09-01 12:19:00 PDT,+5.81706e+006,+433293
2000-09-01 12:20:00 PDT,+5.81807e+006,+445003
2000-09-01 12:21:00 PDT,+5.82283e+006,+455724
2000-09-01 12:22:00 PDT,+5.94424e+006,+528376
2000-09-01 12:23:00 PDT,+6.11619e+006,+676599
2000-09-01 12:24:00 PDT,+6.11328e+006,+681217
2000-09-01 12:25:00 PDT,+6.20826e+006,+728586
2000-09-01 12:26:00 PDT,+6.21473e+006,+735558
2000-09-01 12:27:00 PDT,+6.26408e+006,+752625
2000-09-01 12:28:00 PDT,+6.23258e+006,+706784
2000-09-01 12:29:00 PDT,+6.16317e+006,+641029
2000-09-01 12:30:00 PDT,+6.08235e+006,+575334
2000-09-01 12:31:00 PDT,+6.08381e+006,+550700
2000-09-01 12:32:00 PDT,+6.1353e+006,+555491
2000-09-01 12:33:00 PDT,+6.11143e+006,+536222
2000-09-01 12:34:00 PDT,+6.13718e+006,+558675
2000-09-01 12:35:00 PDT,+6.2658e+006,+674495
2000-09-01 12:36:00 PDT,+6.27724e+006,+684271
2000-09-01 12:37:00 PDT,+6.38729e+006,+764661
2000-09-01 12:38:00 PDT,+6.4579e+006,+792352
2000-09-01 12:39:00 PDT,+6.55631e+006,+857327
2000-09-01 12:40:00 PDT,+6.52685e+006,+835658
2000-09-01 12:41:00 PDT,+6.66186e+006,+934376
2000-09-01 12:42:00 PDT,+6.63343e+006,+877454
2000-09-01 12:43:00 PDT,+6.54473e+006,+790788
2000-09-01 12:44:00 PDT,+6.39772e+006,+678441
2000-09-01 12:45:00 PDT,+6.36956e+006,+679038
2000-09-01 12:46:00 PDT,+6.37723e+006,+689987
2000-09-01 12:47:00 PDT,+6.41873e+006,+717911
2000-09-01 12:48:00 PDT,+6.46091e+006,+771504
2000-09-01 12:49:00 PDT,+6.5527e+006,+844160
2000-09-01 12:50:00 PDT,+6.62842e+006,+902156
2000-09-01 12:51:00 PDT,+6.68152e+006,+908688
2000-09-01 12:52:00 PDT,+6.83922e+006,+111318
2000-09-01 12:53:00 PDT,+6.80257e+006,+62817.8
2000-09-01 12:54:00 PDT,+6.75349e+006,+35927.7
2000-09-01 12:55:00 PDT,+6.68876e+006,-5606.15
2000-09-01 12:56:00 PDT,+6.61795e+006,-42568.2
2000-09-01 12:57:00 PDT,+6.6526e+006,-29941
2000-09-01 12:58:00 PDT,+6.69227e+006,+2108.68
2000-09-01 12:59:00 PDT,+6.65096e+006,-44257.6
2000-09-01 13:00:00 PDT,+6.69204e+006,-11952.9
2000-09-01 13:01:00 PDT,+6.75713e+006,+51154.2
2000-09-01 13:02:00 PDT,+6.79908e+006,+77730.2
2000-09-01 13:03:00 PDT,+6.96621e+006,+201054
2000-09-01 13:04:00 PDT,+6.99424e+006,+230514
2000-09-01 13:05:00 PDT,+7.05146e+006,+272792
2000-09-01 13:06:00 PDT,+6.91733e+006,+148034
2000-09-01 13:07:00 PDT,+7.01506e+006,+230922
2000-09-01 13:08:00 PDT,+6.96171e+006,+179225
2000-09-01 13:09:00 PDT,+6.84622e+006,+105761
2000-09-01 13:10:00 PDT,+6.85264e+006,+88850.7
2000-09-01 13:11:00 PDT,+6.8051e+006,+41158.9
2000-09-01 13:12:00 PDT,+6.85696e+006,+86890.1
2000-09-01 13:13:00 PDT,+6.96417e+006,+142013
2000-09-01 13:14:00 PDT,+7.0302e+006,+185446
2000-09-01 13:15:00 PDT,+7.04491e+006,+180098
2000-09-01 13:16:00 PDT,+7.12719e+006,+260312
2000-09-01 13:17:00 PDT,+7.1007e+006,+249215
2000-09-01 13:18:00 PDT,+7.08166e+006,+232953
2000-09-01 13:19:00 PDT,+7.05638e+006,+243163
2000-09-01 13:20:00 PDT,+7.10955e+006,+296195
2000-09-01 13:21:00 PDT,+7.12984e+006,+292224
2000-09-01 13:22:00 PDT,+7.17125e+006,+281596
2000-09-01 13:23:00 PDT,+7.16631e+006,+270576
2000-09-01 13:24:00 PDT,+7.21932e+006,+297419
2000-09-01 13:25:00 PDT,+7.33994e+006,+373576
2000-09-01 13:26:00 PDT,+7.39386e+006,+412730
2000-09-01 13:27:00 PDT,+7.41286e+006,+400136
2000-09-01 13:28:00 PDT,+7.39044e+006,+326062
2000-09-01 13:29:00 PDT,+7.45794e+006,+401934
2000-09-01 13:30:00 PDT,+7.45796e+006,+388010
2000-09-01 13:31:00 PDT,+7.39157e+006,+312069
2000-09-01 13:32:00 PDT,+7.39098e+006,+332027
2000-09-01 13:33:00 PDT,+7.38134e+006,+327268
2000-09-01 13:34:00 PDT,+7.4418e+006,+385086
2000-09-01 13:35:00 PDT,+7.43324e+006,+353392
2000-09-01 13:36:00 PDT,+7.45901e+006,+381868
2000-09-01 13:37:00 PDT,+7.52814e+006,+451733
2000-09-01 13:38:00 PDT,+7.52087e+006,+448165
2000-09-01 13:39:00 PDT,+7.45197e+006,+405657
2000-09-01 13:40:00 PDT,+7.60738e+006,+506120
2000-09-01 13:41:00 PDT,+7.53453e+006,+461855
2000-09-01 13:42:00 PDT,+7.57663e+006,+486630
2000-09-01 13:43:00 PDT,+7.58926e+006,+491493
2000-09-01 13:44:00 PDT,+7.58957e+006,+443283
2000-09-01 13:45:00 PDT,+7.668e+006,+508040
2000-09-01 13:46:00 PDT,+7.67424e+006,+514739
2000-09-01 13:47:00 PDT,+7.68704e+006,+514656
2000-09-01 13:48:00 PDT,+7.62367e+006,+456657
2000-09-01 13:49:00 PDT,+7.57301e+006,+426545
2000-09-01 13:50:00 PDT,+7.53572e+006,+390419
2000-09-01 13:51:00 PDT,+7.48526e+006,+342073
2000-09-01 13:52:00 PDT,+7.45321e+006,+311744
2000-09-01 13:53:00 PDT,+7.49697e+006,+384321
2000-09-01 13:54:00 PDT,+7.58697e+006,+454505
2000-09-01 13:55:00 PDT,+7.65189e+006,+514608
2000-09-01 13:56:00 PDT,+7.75452e+006,+593729
2000-09-01 13:57:00 PDT,+7.65724e+006,+522400
2000-09-01 13:58:00 PDT,+7.72715e+006,+568763
2000-09-01 13:59:00 PDT,+7.81005e+006,+622297
2000-09-01 14:00:00 PDT,+7.88551e+006,+654433
2000-09-01 14:01:00 PDT,+7.88375e+006,+609636
2000-09-01 14:02:00 PDT,+7.8094e+006,+549098
2000-09-01 14:03:00 PDT,+7.82408e+006,+566905
2000-09-01 14:04:00 PDT,+7.90882e+006,+588470
2000-09-01 14:05:00 PDT,+7.88209e+006,+584908
2000-09-01 14:06:00 PDT,+7.80752e+006,+504829
2000-09-01 14:07:00 PDT,+7.84839e+006,+567082
2000-09-01 14:08:00 PDT,+7.82036e+006,+570063
2000-09-01 14:09:00 PDT,+7.78384e+006,+541168
2000-09-01 14:10:00 PDT,+7.83555e+006,+560665
2000-09-01 14:11:00 PDT,+7.82727e+006,+551057
2000-09-01 14:12:00 PDT,+7.8721e+006,+573444
2000-09-01 14:13:00 PDT,+7.9931e+006,+646810
2000-09-01 14:14:00 PDT,+8.08461e+006,+693629
2000-09-01 14:15:00 PDT,+8.09741e+006,+683624
2000-09-01 14:16:00 PDT,+8.21857e+006,+775962
2000-09-01 14:17:00 PDT,+8.10593e+006,+696540
2000-09-01 14:18:00 PDT,+8.03516e+006,+640851
2000-09-01 14:19:00 PDT,+8.02839e+006,+646573
2000-09-01 14:20:00 PDT,+7.90934e+006,+553945
2000-09-01 14:21:00 PDT,+7.89405e+006,+550945
2000-09-01 14:22:00 PDT,+7.92116e+006,+570391
2000-09-01 14:23:00 PDT,+7.97458e+006,+593125
2000-09-01 14:24:00 PDT,+8.01719e+006,+619050
2000-09-01 14:25:00 PDT,+8.04588e+006,+660804
2000-09-01 14:26:00 PDT,+8.12396e+006,+700930
2000-09-01 14:27:00 PDT,+8.21458e+006,+768647
2000-09-01 14:28:00 PDT,+8.2529e+006,+756998
2000-09-01 14:29:00 PDT,+8.31695e+006,+798979
2000-09-01 14:30:00 PDT,+8.29792e+006,+766524
2000-09-01 14:31:00 PDT,+8.27442e+006,+762117
2000-09-01 14:32:00 PDT,+8.16169e+006,+685388
2000-09-01 14:33:00 PDT,+8.18403e+006,+720575
2000-09-01 14:34:00 PDT,+8.23803e+006,+719953
2000-09-01 14:35:00 PDT,+8.24158e+006,+728267
2000-09-01 14:36:00 PDT,+8.27372e+006,+752381
2000-09-01 14:37:00 PDT,+8.304e+006,+763019
2000-09-01 14:38:00 PDT,+8.35378e+006,+810126
2000-09-01 14:39:00 PDT,+8.34239e+006,+766828
2000-09-01 14:40:00 PDT,+8.35903e+006,+780963
2000-09-01 14:41:00 PDT,+8.51121e+006,+911272
2000-09-01 14:42:00 PDT,+8.46423e+006,+860914
2000-09-01 14:43:00 PDT,+8.43903e+006,+847703
2000-09-01 14:44:00 PDT,+8.44774e+006,+818495
2000-09-01 14:45:00 PDT,+8.29438e+006,+682829
2000-09-01 14:46:00 PDT,+8.32486e+006,+698264
2000-09-01 14:47:00 PDT,+8.44466e+006,+816688
2000-09-01 14:48:00 PDT,+8.43738e+006,+851454
2000-09-01 14:49:00 PDT,+8.44505e+006,+855700
